Id,LotArea,Street,LotConfig,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,Electrical,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageType,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Y_renew
566,6858,Pave,Corner,SWISU,1Fam,2Story,1915,1950,Gable,FuseF,1647,4,6,Detchd,5,2010,WD,Normal,128000,60
567,11198,Pave,Inside,StoneBr,1Fam,2Story,2005,2007,Hip,SBrkr,2504,4,11,BuiltIn,6,2008,WD,Normal,325000,1
568,10171,Pave,Inside,NridgHt,1Fam,1Story,2004,2004,Gable,SBrkr,1535,3,7,Attchd,3,2010,WD,Normal,214000,6
569,12327,Pave,Inside,SawyerW,1Fam,1.5Fin,1983,2009,Gable,SBrkr,2132,1,5,BuiltIn,9,2009,WD,Normal,316600,0
570,7032,Pave,Corner,NAmes,Duplex,SFoyer,1979,1979,Gable,SBrkr,943,2,4,Detchd,12,2006,WD,Normal,135960,27
571,13101,Pave,Inside,NAmes,Duplex,1Story,1965,1965,Gable,SBrkr,1728,6,10,Detchd,11,2008,WD,Normal,142600,43
572,7332,Pave,Inside,NAmes,1Fam,1Story,1959,1959,Gable,SBrkr,864,2,4,Attchd,10,2006,WD,Abnorml,120000,47
573,13159,Pave,Corner,Timber,1Fam,2Story,2009,2009,Gable,SBrkr,1692,3,6,Attchd,7,2009,New,Partial,224500,0
574,9967,Pave,Inside,Gilbert,1Fam,SLvl,2000,2000,Gable,SBrkr,1430,3,8,BuiltIn,12,2007,WD,Normal,170000,7
575,10500,Pave,FR2,NAmes,1Fam,SLvl,1971,2005,Gambrel,SBrkr,1109,3,5,BuiltIn,12,2007,WD,Normal,139000,2
576,8480,Pave,Inside,NAmes,1Fam,1.5Fin,1947,1950,Gable,SBrkr,1216,2,6,Detchd,10,2008,COD,Abnorml,118500,58
577,6292,Pave,Inside,SWISU,1Fam,1.5Fin,1928,1950,Gable,SBrkr,1477,3,6,Detchd,8,2009,WD,Normal,145000,59
578,11777,Pave,Inside,Sawyer,1Fam,SLvl,1966,1966,Gable,SBrkr,1320,3,6,Attchd,5,2006,WD,Abnorml,164500,40
579,3604,Pave,Corner,Somerst,TwnhsE,2Story,2007,2007,Gable,SBrkr,1392,2,5,Detchd,2,2008,WD,Abnorml,146000,1
580,12150,Pave,Inside,OldTown,1Fam,1.5Fin,1954,1954,Gable,FuseF,1795,4,7,Attchd,11,2008,WD,Normal,131500,54
581,14585,Pave,CulDSac,NAmes,1Fam,1Story,1960,1987,Gable,SBrkr,1429,3,7,Attchd,6,2007,WD,Normal,181900,20
582,12704,Pave,Inside,NridgHt,1Fam,1Story,2008,2009,Hip,SBrkr,2042,3,8,Attchd,8,2009,New,Partial,253293,0
583,11841,Grvl,Inside,Edwards,Duplex,SFoyer,1990,1990,Gable,SBrkr,816,3,5,NA,5,2007,WD,Normal,118500,17
584,13500,Pave,Inside,OldTown,1Fam,2.5Unf,1893,2000,Gable,SBrkr,2775,3,9,Detchd,7,2008,WD,Normal,325000,8
585,6120,Pave,Inside,BrkSide,1Fam,1.5Fin,1935,1995,Gable,SBrkr,1573,3,6,Detchd,7,2009,WD,Normal,133000,14
586,11443,Pave,Inside,Timber,1Fam,1Story,2005,2006,Hip,SBrkr,2028,2,7,Attchd,3,2006,New,Partial,369900,0
587,10267,Pave,Inside,BrkSide,1Fam,1Story,1918,2000,Gable,SBrkr,838,2,5,Detchd,5,2008,WD,Normal,130000,8
588,8740,Pave,Inside,Sawyer,1Fam,SFoyer,1982,1982,Hip,SBrkr,860,2,4,Detchd,7,2009,WD,Normal,137000,27
589,25095,Pave,Inside,ClearCr,1Fam,1Story,1968,2003,Flat,SBrkr,1473,1,5,Attchd,6,2009,WD,Partial,143000,6
590,9100,Pave,Inside,BrkSide,1Fam,1Story,1930,1960,Gable,FuseA,935,2,4,Detchd,8,2008,WD,Normal,79500,48
591,8320,Pave,Inside,CollgCr,1Fam,2Story,2004,2004,Gable,SBrkr,1582,3,6,Attchd,9,2008,WD,Normal,185900,4
592,13478,Pave,Corner,NridgHt,1Fam,2Story,2008,2008,Gable,SBrkr,2296,3,10,BuiltIn,6,2009,ConLI,Normal,451950,1
593,6600,Pave,Inside,Mitchel,1Fam,1Story,1982,2003,Gable,SBrkr,816,2,4,Detchd,6,2008,WD,Normal,138000,5
594,4435,Pave,Inside,CollgCr,TwnhsE,1Story,2003,2003,Gable,SBrkr,848,1,4,Attchd,5,2009,WD,Normal,140000,6
595,7990,Pave,Inside,CollgCr,1Fam,1Story,1975,1975,Hip,SBrkr,924,3,5,Detchd,4,2008,WD,Normal,110000,33
596,11302,Pave,Inside,StoneBr,1Fam,1Story,2005,2006,Gable,SBrkr,1826,3,7,Attchd,8,2006,New,Partial,319000,0
597,3600,Pave,Inside,OldTown,1Fam,2Story,1910,1993,Gable,FuseA,1368,3,7,Detchd,10,2006,WD,Normal,114504,13
598,3922,Pave,Inside,Blmngtn,TwnhsE,1Story,2006,2007,Gable,SBrkr,1402,2,7,Attchd,2,2007,New,Partial,194201,0
599,12984,Pave,Inside,Crawfor,1Fam,1Story,1977,1977,Gable,SBrkr,1647,3,7,Attchd,3,2006,WD,Normal,217500,29
600,1950,Pave,Inside,Blueste,Twnhs,2Story,1980,1980,Gable,SBrkr,1556,3,6,Attchd,7,2008,COD,Normal,151000,28
601,10927,Pave,Inside,NridgHt,1Fam,2Story,2005,2005,Gable,SBrkr,1904,3,8,BuiltIn,6,2006,WD,Normal,275000,1
602,9000,Pave,Inside,IDOTRR,1Fam,1.5Fin,1937,1950,Gable,SBrkr,1375,3,6,Detchd,12,2007,WD,Normal,141000,57
603,10041,Pave,Inside,SawyerW,1Fam,2Story,1992,1992,Gable,SBrkr,1915,3,8,Attchd,2,2006,WD,Abnorml,220000,14
604,3182,Pave,Inside,Somerst,TwnhsE,2Story,2004,2005,Gable,SBrkr,1200,2,4,Detchd,6,2010,WD,Normal,151000,5
605,12803,Pave,Inside,CollgCr,1Fam,1Story,2002,2002,Gable,SBrkr,1494,3,6,Attchd,9,2008,WD,Normal,221000,6
606,13600,Pave,Inside,NAmes,1Fam,2Story,1965,1990,Gable,SBrkr,1986,3,7,Attchd,10,2009,WD,Normal,205000,19
607,12464,Pave,Corner,CollgCr,1Fam,1Story,1996,1996,Gable,SBrkr,1040,3,6,Detchd,11,2009,WD,Normal,152000,13
608,7800,Pave,Inside,Edwards,1Fam,2Story,1948,2002,Gable,SBrkr,2008,3,8,Attchd,8,2006,WD,Normal,225000,4
609,12168,Pave,Inside,Crawfor,1Fam,2Story,1934,1998,Gable,SBrkr,3194,4,10,Basment,9,2007,WD,Alloca,359100,9
610,7943,Pave,Inside,Sawyer,1Fam,1Story,1961,1961,Gable,SBrkr,1029,3,5,Attchd,4,2007,WD,Normal,118500,46
611,11050,Pave,Inside,CollgCr,1Fam,2Story,2000,2000,Hip,SBrkr,2153,3,8,Attchd,5,2009,WD,Normal,313000,9
612,10395,Pave,FR2,NWAmes,1Fam,SLvl,1978,1978,Gable,SBrkr,1032,3,6,Attchd,7,2007,WD,Normal,148000,29
613,11885,Pave,Inside,CollgCr,1Fam,2Story,2001,2001,Gable,SBrkr,1872,3,7,BuiltIn,11,2009,WD,Normal,261500,8
614,8402,Pave,Inside,Mitchel,1Fam,1Story,2007,2007,Gable,SBrkr,1120,3,6,NA,12,2007,New,Partial,147000,0
615,1491,Pave,Inside,MeadowV,TwnhsE,SFoyer,1972,1972,Gable,SBrkr,630,1,3,NA,5,2010,WD,Normal,75500,38
616,8800,Pave,Inside,NAmes,1Fam,SFoyer,1963,1963,Gable,SBrkr,1054,3,6,Attchd,5,2010,WD,Abnorml,137500,47
617,7861,Pave,Inside,Gilbert,1Fam,2Story,2002,2003,Gable,SBrkr,1509,3,7,Attchd,6,2006,WD,Normal,183200,3
618,7227,Pave,Corner,NAmes,1Fam,1.5Unf,1954,1954,Gable,SBrkr,832,2,4,Detchd,6,2008,WD,Normal,105500,54
619,11694,Pave,Inside,NridgHt,1Fam,1Story,2007,2007,Hip,SBrkr,1828,3,9,Attchd,7,2007,New,Partial,314813,0
620,12244,Pave,Inside,Timber,1Fam,2Story,2003,2003,Hip,SBrkr,2262,4,10,Attchd,8,2008,WD,Normal,305000,5
621,8248,Pave,Inside,Edwards,1Fam,1Story,1914,1950,Gable,FuseF,864,2,5,NA,9,2008,WD,Normal,67000,58
622,10800,Pave,Inside,NWAmes,1Fam,2Story,1974,1997,Gable,SBrkr,2614,4,9,Attchd,6,2008,WD,Normal,240000,11
623,7064,Pave,Inside,Sawyer,1Fam,1Story,1977,1977,Gable,SBrkr,980,3,6,Detchd,7,2009,WD,Normal,135000,32
624,2117,Pave,Inside,Somerst,TwnhsE,2Story,2000,2000,Gable,SBrkr,1512,2,4,Detchd,6,2007,WD,Normal,168500,7
625,10400,Pave,Inside,NWAmes,1Fam,2Story,1972,1972,Gable,SBrkr,1790,4,8,Attchd,11,2006,WD,Normal,165150,34
626,10000,Pave,Corner,NAmes,1Fam,1Story,1962,1962,Hip,SBrkr,1116,3,5,Attchd,2,2010,WD,Normal,160000,48
627,12342,Pave,Inside,NAmes,1Fam,1Story,1960,1978,Hip,SBrkr,1422,3,6,Attchd,8,2007,WD,Normal,139900,29
628,9600,Pave,Inside,NAmes,1Fam,SLvl,1955,1972,Gable,SBrkr,1520,3,7,Basment,3,2010,WD,Normal,153000,38
629,11606,Pave,Inside,NAmes,1Fam,2Story,1969,1969,Gable,SBrkr,2080,5,9,Attchd,9,2007,WD,Family,135000,38
630,9020,Pave,Corner,NAmes,1Fam,SLvl,1964,1964,Gable,SBrkr,1350,3,6,Attchd,6,2008,WD,Normal,168500,44
631,9000,Pave,Corner,OldTown,1Fam,2Story,1880,1991,Gable,FuseA,1750,3,8,Detchd,6,2006,WD,Abnorml,124000,15
632,4590,Pave,Inside,NridgHt,Twnhs,1Story,2006,2006,Gable,SBrkr,1554,2,6,Attchd,8,2007,WD,Normal,209500,1
633,11900,Pave,Inside,NWAmes,1Fam,1Story,1977,1977,Hip,SBrkr,1411,3,6,Attchd,4,2009,WD,Family,82500,32
634,9250,Pave,Corner,NAmes,1Fam,1Story,1954,2005,Gable,SBrkr,1056,3,6,Attchd,7,2007,WD,Normal,139400,2
635,6979,Pave,Inside,OldTown,Duplex,SFoyer,1980,1980,Gable,SBrkr,1056,0,4,Detchd,6,2010,WD,Normal,144000,30
636,10896,Pave,Inside,SWISU,2fmCon,2.5Fin,1914,1995,Hip,FuseA,3395,8,14,NA,3,2007,WD,Abnorml,200000,12
637,6120,Pave,Inside,BrkSide,1Fam,1Story,1936,1950,Gable,FuseA,800,1,4,NA,1,2009,ConLw,Normal,60000,59
638,6000,Pave,Inside,OldTown,2fmCon,1.5Fin,1954,1954,Gable,FuseA,1387,3,7,BuiltIn,11,2009,WD,Normal,93000,55
639,8777,Pave,Inside,Edwards,1Fam,1Story,1910,1950,Gable,FuseA,796,2,4,NA,5,2008,WD,Normal,85000,58
640,3982,Pave,Inside,Blmngtn,TwnhsE,1Story,2006,2006,Hip,SBrkr,1567,1,7,Attchd,10,2006,New,Partial,264561,0
641,12677,Pave,Inside,NridgHt,TwnhsE,1Story,2003,2004,Hip,SBrkr,1518,1,6,Attchd,4,2008,WD,Normal,274000,4
642,7050,Pave,Inside,Somerst,1Fam,2Story,2001,2001,Gable,SBrkr,1929,3,7,Attchd,5,2007,WD,Normal,226000,6
643,13860,Pave,Inside,NAmes,1Fam,SLvl,1972,1995,Gable,SBrkr,2704,4,9,Attchd,7,2009,WD,Normal,345000,14
644,10793,Pave,Inside,NWAmes,1Fam,2Story,1969,1969,Mansard,SBrkr,1620,4,7,Attchd,4,2007,WD,Normal,152000,38
645,9187,Pave,Inside,Somerst,1Fam,1Story,2009,2009,Gable,SBrkr,1766,2,7,Attchd,10,2009,New,Partial,370878,0
646,10530,Pave,Corner,NAmes,1Fam,1Story,1971,1971,Hip,SBrkr,981,3,5,Detchd,3,2007,WD,Normal,143250,36
647,7200,Pave,Inside,NAmes,1Fam,1Story,1950,1950,Hip,SBrkr,1048,3,7,Detchd,7,2008,WD,Normal,98300,58
648,10452,Pave,Inside,Edwards,1Fam,1Story,1953,1953,Hip,SBrkr,1094,3,5,Attchd,6,2008,WD,Normal,155000,55
649,7700,Pave,Inside,NAmes,1Fam,2Story,1966,1966,Gable,SBrkr,1839,4,7,Attchd,6,2010,WD,Normal,155000,44
650,1936,Pave,Inside,MeadowV,Twnhs,SFoyer,1970,1970,Gable,SBrkr,630,1,3,NA,12,2007,WD,Normal,84500,37
651,8125,Pave,Inside,Somerst,1Fam,2Story,2007,2007,Gable,SBrkr,1665,3,7,Attchd,5,2008,WD,Normal,205950,1
652,9084,Pave,Inside,Edwards,1Fam,2Story,1940,1950,Gable,SBrkr,1510,4,7,Detchd,10,2009,WD,Normal,108000,59
653,8750,Pave,Inside,CollgCr,1Fam,2Story,1996,1996,Gable,SBrkr,1716,2,7,Attchd,7,2009,WD,Normal,191000,13
654,10320,Pave,Inside,IDOTRR,1Fam,1.5Fin,1906,1995,Gable,SBrkr,1469,3,7,Detchd,6,2008,WD,Normal,135000,13
655,10437,Pave,Inside,NoRidge,1Fam,1Story,1995,1995,Hip,SBrkr,2113,2,7,Attchd,8,2008,WD,Normal,350000,13
656,1680,Pave,Inside,BrDale,Twnhs,2Story,1971,1971,Gable,SBrkr,1092,3,6,Detchd,3,2010,WD,Family,88000,39
657,10007,Pave,Inside,NAmes,1Fam,1Story,1959,2006,Gable,SBrkr,1053,3,5,Attchd,8,2008,WD,Normal,145500,2
658,7200,Pave,Inside,Crawfor,1Fam,2Story,1931,2000,Gable,SBrkr,1502,3,6,Attchd,2,2008,WD,Normal,149000,8
659,17503,Pave,Inside,NAmes,1Fam,1.5Fin,1948,1950,Gable,SBrkr,1458,3,6,Attchd,1,2010,WD,Abnorml,97500,60
660,9937,Pave,Corner,Edwards,1Fam,1Story,1964,1999,Hip,SBrkr,1486,3,7,Detchd,3,2009,WD,Normal,167000,10
661,12384,Pave,CulDSac,NWAmes,1Fam,2Story,1976,1976,Gable,SBrkr,1935,3,7,Attchd,11,2007,WD,Normal,197900,31
662,46589,Pave,CulDSac,NoRidge,1Fam,2Story,1994,2005,Hip,SBrkr,2448,4,8,Attchd,7,2009,WD,Normal,402000,4
663,13560,Pave,Corner,NAmes,1Fam,1Story,1968,1968,Hip,SBrkr,1392,2,5,Attchd,7,2009,WD,Normal,110000,41
664,10012,Pave,Inside,Edwards,1Fam,SFoyer,1972,1972,Gable,SBrkr,1181,3,6,Detchd,4,2008,WD,Normal,137500,36
665,20896,Pave,CulDSac,Somerst,1Fam,1Story,2005,2006,Gable,SBrkr,2097,1,8,Attchd,1,2006,New,Partial,423000,0
666,11194,Pave,Corner,Gilbert,1Fam,2Story,2000,2000,Gable,SBrkr,1936,3,7,Attchd,11,2006,WD,Normal,230500,6
667,18450,Pave,Inside,NAmes,1Fam,2Story,1965,1979,Flat,SBrkr,2380,3,7,CarPort,8,2007,WD,Abnorml,129000,28
668,8125,Pave,Inside,SawyerW,1Fam,1Story,1994,1998,Gable,SBrkr,1679,3,7,Attchd,10,2008,WD,Normal,193500,10
669,14175,Pave,Corner,Sawyer,1Fam,1Story,1956,1987,Gable,SBrkr,1437,3,6,Detchd,11,2006,WD,Normal,168000,19
670,11600,Pave,Inside,Crawfor,1Fam,1Story,1922,1950,Gable,SBrkr,1180,2,5,Detchd,7,2006,WD,Normal,137500,56
671,8633,Pave,FR2,CollgCr,1Fam,2Story,2005,2005,Gable,SBrkr,1476,3,7,Attchd,2,2009,WD,Normal,173500,4
672,6629,Pave,Inside,Edwards,1Fam,2Story,1925,1950,Gambrel,SBrkr,1369,3,6,Detchd,7,2009,WD,Normal,103600,59
673,11250,Pave,Inside,Veenker,1Fam,1Story,1977,1977,Gable,SBrkr,1208,3,6,Attchd,6,2006,WD,Normal,165000,29
674,14442,Pave,Inside,Crawfor,1Fam,1Story,1957,2004,Hip,SBrkr,1839,3,7,Attchd,6,2007,WD,Normal,257500,3
675,9200,Pave,Inside,NAmes,1Fam,1Story,1965,1965,Gable,SBrkr,1136,3,5,Attchd,7,2008,WD,Normal,140000,43
676,2289,Pave,Inside,NPkVill,Twnhs,2Story,1978,1978,Gable,SBrkr,1441,3,7,Attchd,4,2009,WD,Normal,148500,31
677,9600,Pave,Inside,OldTown,1Fam,2Story,1900,1950,Gable,SBrkr,1774,4,8,2Types,5,2006,WD,Normal,87000,56
678,9022,Pave,Inside,OldTown,1Fam,1Story,1924,2006,Gable,SBrkr,792,2,5,Detchd,5,2009,WD,Normal,109500,3
679,11844,Pave,Inside,StoneBr,1Fam,1Story,2008,2008,Hip,SBrkr,2046,3,7,Attchd,7,2009,New,Partial,372500,1
680,9945,Pave,Inside,Sawyer,1Fam,1Story,1961,1961,Hip,SBrkr,988,3,5,Detchd,10,2007,WD,Normal,128500,46
681,8012,Pave,Inside,SawyerW,TwnhsE,1Story,1980,1980,Gable,SBrkr,923,2,5,Attchd,5,2010,WD,Normal,143000,30
682,4500,Pave,Inside,SWISU,1Fam,1.5Fin,1932,2000,Gable,SBrkr,1520,3,6,Detchd,7,2009,WD,Abnorml,159434,9
683,2887,Pave,Inside,ClearCr,1Fam,1Story,1996,1997,Gable,SBrkr,1291,2,6,Attchd,11,2008,WD,Normal,173000,11
684,11248,Pave,Corner,CollgCr,1Fam,1Story,2002,2002,Hip,SBrkr,1668,3,7,Attchd,7,2007,WD,Normal,285000,5
685,16770,Pave,CulDSac,NoRidge,1Fam,2Story,1998,1998,Gable,SBrkr,1839,4,7,Attchd,6,2010,WD,Normal,221000,12
686,5062,Pave,CulDSac,StoneBr,TwnhsE,2Story,1984,1984,Gable,SBrkr,2090,3,6,Attchd,9,2007,WD,Normal,207500,23
687,10207,Pave,Inside,Somerst,1Fam,2Story,2007,2007,Gable,SBrkr,1761,3,7,Attchd,8,2007,New,Partial,227875,0
688,5105,Pave,FR2,Somerst,TwnhsE,2Story,2004,2004,Gable,SBrkr,1102,2,4,Detchd,3,2007,WD,Normal,148800,3
689,8089,Pave,Inside,StoneBr,1Fam,1Story,2007,2007,Gable,SBrkr,1419,2,7,Attchd,10,2007,New,Partial,392000,0
690,7577,Pave,Corner,NridgHt,TwnhsE,1Story,2005,2006,Gable,SBrkr,1362,2,6,Attchd,6,2007,WD,Normal,194700,1
691,4426,Pave,Inside,CollgCr,TwnhsE,1Story,2004,2004,Gable,SBrkr,848,1,3,Attchd,5,2008,WD,Normal,141000,4
692,21535,Pave,Corner,NoRidge,1Fam,2Story,1994,1995,Gable,SBrkr,4316,4,10,Attchd,1,2007,WD,Normal,755000,12
693,26178,Pave,Inside,Timber,1Fam,2Story,1989,1990,Hip,SBrkr,2519,4,9,Attchd,4,2006,WD,Normal,335000,16
694,5400,Pave,Corner,OldTown,1Fam,1Story,1921,1968,Gable,SBrkr,1073,2,4,Detchd,12,2006,WD,Abnorml,108480,38
695,6120,Pave,Corner,BrkSide,1Fam,1.5Fin,1936,1950,Gable,SBrkr,1539,3,5,Detchd,4,2009,WD,Normal,141500,59
696,13811,Pave,Inside,Timber,1Fam,1Story,1987,1987,Gable,SBrkr,1137,2,5,Attchd,7,2006,WD,Normal,176000,19
697,6000,Pave,Inside,BrkSide,1Fam,1Story,1921,1950,Gable,SBrkr,616,2,4,Detchd,6,2006,WD,Normal,89000,56
698,6420,Pave,Inside,Edwards,1Fam,1Story,1952,1952,Gable,FuseA,1148,2,6,Detchd,9,2006,WD,Normal,123500,54
699,8450,Pave,Inside,Sawyer,1Fam,1Story,1965,2009,Gable,SBrkr,894,3,5,Detchd,4,2010,WD,Normal,138500,1
700,4282,Pave,Inside,Somerst,TwnhsE,1Story,2004,2004,Gable,SBrkr,1391,2,5,Attchd,7,2008,WD,Normal,196000,4
701,14331,Pave,Inside,Timber,1Fam,1Story,2002,2002,Hip,SBrkr,1800,3,7,Attchd,5,2006,WD,Normal,312500,4
702,9600,Pave,Inside,NWAmes,1Fam,1Story,1969,1969,Hip,SBrkr,1164,3,6,Attchd,7,2006,COD,Normal,140000,37
703,12438,Pave,Inside,StoneBr,1Fam,2Story,2006,2006,Hip,SBrkr,2576,4,10,BuiltIn,7,2006,New,Partial,361919,0
704,7630,Pave,Inside,OldTown,2fmCon,2Story,1900,1996,Gable,SBrkr,1812,4,8,Detchd,5,2010,WD,Normal,140000,14
705,8400,Pave,Inside,CollgCr,1Fam,1Story,2004,2005,Gable,SBrkr,1484,3,7,Attchd,5,2010,WD,Normal,213000,5
706,5600,Pave,Inside,IDOTRR,2fmCon,2Story,1930,1950,Hip,SBrkr,1092,3,7,NA,7,2010,WD,Normal,55000,60
707,115149,Pave,CulDSac,ClearCr,1Fam,1Story,1971,2002,Gable,SBrkr,1824,2,5,Attchd,6,2007,WD,Normal,302000,5
708,6240,Pave,Inside,NridgHt,TwnhsE,1Story,2006,2006,Hip,SBrkr,1324,2,6,Attchd,12,2009,WD,Normal,254000,3
709,9018,Pave,Inside,Gilbert,1Fam,2Story,2007,2007,Hip,SBrkr,1456,3,8,Attchd,7,2007,New,Partial,179540,0
710,7162,Pave,Inside,Sawyer,1Fam,1Story,1966,1966,Gable,SBrkr,904,3,6,Attchd,12,2008,WD,Abnorml,109900,42
711,4130,Pave,Inside,BrkSide,1Fam,1Story,1935,2003,Gable,SBrkr,729,2,5,NA,7,2008,WD,Normal,52000,5
712,8712,Pave,Inside,IDOTRR,1Fam,1.5Fin,1900,1950,Gable,SBrkr,1178,2,7,Detchd,1,2010,WD,Abnorml,102776,60
713,4671,Pave,Inside,StoneBr,TwnhsE,1Story,1988,1989,Gable,SBrkr,1228,2,5,Attchd,10,2008,WD,Normal,189000,19
714,9873,Pave,Inside,BrkSide,2fmCon,1Story,1970,1970,Gable,SBrkr,960,3,6,Detchd,5,2006,WD,Normal,129000,36
715,13517,Pave,CulDSac,Sawyer,1Fam,2Story,1976,2005,Gable,SBrkr,1479,3,6,Attchd,3,2010,WD,Normal,130500,5
716,10140,Pave,Inside,NWAmes,1Fam,1Story,1974,1974,Hip,SBrkr,1350,3,7,Attchd,8,2009,WD,Normal,165000,35
717,10800,Pave,Inside,OldTown,1Fam,2Story,1890,1998,Gable,SBrkr,2554,3,8,Detchd,7,2007,WD,Normal,159500,9
718,10000,Pave,Inside,NWAmes,1Fam,1Story,1973,2000,Gable,SBrkr,1178,3,5,Attchd,11,2008,WD,Normal,157000,8
719,10542,Pave,Inside,NoRidge,1Fam,2Story,1993,1994,Hip,SBrkr,2418,3,9,Attchd,8,2008,WD,Normal,341000,14
720,9920,Pave,Inside,CollgCr,1Fam,1Story,1969,1969,Gable,SBrkr,971,3,5,Attchd,5,2006,WD,Normal,128500,37
721,6563,Pave,CulDSac,StoneBr,1Fam,1Story,1985,1985,Gable,SBrkr,1742,2,5,Attchd,12,2006,WD,Normal,275000,21
722,4426,Pave,Inside,CollgCr,TwnhsE,1Story,2004,2004,Gable,SBrkr,848,1,3,Attchd,5,2010,WD,Normal,143000,6
723,8120,Pave,Inside,NAmes,1Fam,1Story,1970,1970,Gable,SBrkr,864,3,5,Detchd,7,2009,WD,Normal,124500,39
724,8172,Pave,Inside,Edwards,1Fam,1.5Fin,1954,1972,Gable,SBrkr,1470,4,7,Detchd,5,2008,WD,Normal,135000,36
725,13286,Pave,Inside,Edwards,1Fam,1Story,2007,2008,Hip,SBrkr,1698,3,8,Attchd,2,2009,WD,Normal,320000,1
726,6960,Pave,Inside,NAmes,1Fam,1Story,1970,1970,Gable,SBrkr,864,3,5,Detchd,11,2009,WD,Normal,120500,39
727,21695,Pave,Corner,Crawfor,1Fam,1Story,1988,2007,Hip,SBrkr,1680,3,5,Attchd,12,2009,WD,Normal,222000,2
728,7314,Pave,Inside,CollgCr,1Fam,1Story,2007,2007,Gable,SBrkr,1232,2,6,Attchd,2,2009,WD,Normal,194500,2
729,11475,Pave,Corner,NAmes,Duplex,1Story,1958,1958,Gable,SBrkr,1776,4,9,Detchd,7,2009,COD,Abnorml,110000,51
730,6240,Pave,Inside,IDOTRR,1Fam,1.5Fin,1925,1950,Gable,FuseA,1208,2,5,Detchd,1,2009,WD,Normal,103000,59
731,5389,Pave,Inside,StoneBr,TwnhsE,1Story,1995,1996,Gable,SBrkr,1616,2,5,Attchd,3,2010,WD,Normal,236500,14
732,9590,Pave,Corner,Timber,1Fam,SLvl,2003,2003,Gable,SBrkr,1146,3,6,Attchd,5,2007,WD,Normal,187500,4
733,11404,Pave,Inside,CollgCr,1Fam,2Story,1998,1999,Gable,SBrkr,2031,3,8,Attchd,7,2008,WD,Normal,222500,9
734,10000,Pave,Corner,Sawyer,1Fam,1Story,1961,1983,Hip,SBrkr,1144,3,6,Attchd,3,2009,WD,Normal,131400,26
735,8978,Pave,Corner,Sawyer,1Fam,1Story,1968,1968,Gable,SBrkr,948,3,6,Attchd,5,2007,WD,Family,108000,39
736,10800,Pave,Inside,OldTown,1Fam,2.5Unf,1914,1970,Gable,SBrkr,1768,2,6,Detchd,10,2006,WD,Normal,163000,36
737,8544,Pave,Inside,NAmes,Duplex,1Story,1950,1950,Gable,FuseF,1040,2,6,Detchd,7,2006,WD,Normal,93500,56
738,10463,Pave,CulDSac,Gilbert,1Fam,2Story,2005,2005,Gable,SBrkr,1801,3,8,Attchd,6,2006,WD,Normal,239900,1
739,10800,Pave,Inside,Edwards,Duplex,1Story,1987,1988,Gable,SBrkr,1200,3,5,NA,3,2009,WD,Alloca,179000,21
740,9313,Pave,Inside,CollgCr,1Fam,2Story,2004,2004,Gable,SBrkr,1728,3,7,Attchd,4,2009,WD,Normal,190000,5
741,9600,Pave,Inside,OldTown,1Fam,2Story,1910,2002,Gable,SBrkr,1432,2,7,Detchd,5,2007,WD,Abnorml,132000,5
742,6768,Pave,Inside,Sawyer,1Fam,1Story,1961,1996,Hip,SBrkr,912,3,5,Detchd,5,2008,WD,Normal,142000,12
743,8450,Pave,Inside,SawyerW,1Fam,1Story,2000,2001,Gable,SBrkr,1349,3,6,Attchd,12,2007,WD,Normal,179000,6
744,12886,Pave,Inside,Sawyer,1Fam,SLvl,1963,1999,Gable,SBrkr,1464,3,6,Attchd,10,2009,WD,Normal,175000,10
745,5395,Pave,Inside,StoneBr,TwnhsE,1Story,1993,1993,Gable,SBrkr,1337,2,5,Attchd,10,2008,WD,Normal,180000,15
746,8963,Pave,Inside,NWAmes,1Fam,2Story,1976,1996,Hip,SBrkr,2715,4,11,BuiltIn,7,2008,WD,Normal,299800,12
747,8795,Pave,Inside,Gilbert,1Fam,2Story,2000,2000,Gable,SBrkr,2256,4,8,BuiltIn,4,2009,WD,Normal,236000,9
748,11700,Pave,Corner,OldTown,1Fam,2Story,1880,2003,Mansard,SBrkr,2640,4,8,Detchd,5,2009,WD,Normal,265979,6
749,10593,Pave,Inside,NoRidge,1Fam,1Story,1996,1996,Hip,SBrkr,1720,3,7,Attchd,3,2010,WD,Normal,260400,14
750,8405,Pave,Inside,Edwards,1Fam,1.5Fin,1945,1950,Gable,FuseF,1529,4,9,Detchd,4,2009,WD,Normal,98000,59
751,8800,Pave,Corner,OldTown,1Fam,1.5Fin,1910,2004,Gable,SBrkr,1140,3,7,NA,6,2010,WD,Normal,96500,6
752,7750,Pave,Inside,Gilbert,1Fam,2Story,2003,2003,Gable,SBrkr,1320,3,6,Attchd,8,2007,WD,Normal,162000,4
753,9236,Pave,Inside,CollgCr,1Fam,1Story,1997,1997,Gable,SBrkr,1494,3,6,Attchd,7,2006,WD,Normal,217000,9
754,10240,Pave,Inside,NridgHt,1Fam,2Story,2005,2005,Gable,SBrkr,2098,3,8,Attchd,3,2006,WD,Normal,275500,1
